categories,time_series_description,development,value_ranges,file_name,time_series_time_series_description,value_development,percentage_change,notes,TimeSeriesDescription,Development,percentageChange,value_ranges_explanation,percentage_ranges,note,timeSeriesDescription,valueDevelopment,percentageRanges,ValueDevelopment,additional_notes,percentage_change_time_series_description,development_time_series_description,details,value_ranges_details
"['Trend', 'Volatility', 'Seasonality', 'Cycles', 'Autocorrelation', 'Stationarity', 'Noise', 'Growth', 'Pattern', 'Prediction']","{'Trend': 'Downward', 'Volatility': 'Low', 'Seasonality': 'Weak', 'Cycles': 'Absent', 'Autocorrelation': 'High', 'Stationarity': 'No', 'Noise': 'Low', 'Growth': 'Negative', 'Pattern': 'Plateau', 'Prediction': 'Difficult'}","The time series shows an initial period with values between approximately 95-100% (relative to the maximum price).  After an initial decrease to about 50-55% there is a period of stagnation followed by a sudden sharp increase to 100% at the very end, suggesting a potential structural shift or outlier.","{'min': '50-55%', 'max': '95-100%', 'average': '70-75%'}",ASIN_B0789TTHRB.csv,,,,,,,,,,,,,,,,,,,
"['Trend', 'Volatility', 'Seasonality', 'Cycles', 'Autocorrelation', 'Stationarity', 'Growth', 'Stability', 'Predictability', 'Outliers']","{'Trend': 'Upward', 'Volatility': 'Low', 'Seasonality': 'None', 'Cycles': 'None', 'Autocorrelation': 'High', 'Stationarity': 'No', 'Growth': 'Slow', 'Stability': 'Low', 'Predictability': 'High', 'Outliers': 'One'}","The time series shows a general upward trend with periods of stability, punctuated by a single significant outlier at the end.  The price initially remains constant for an extended period, then exhibits slow, gradual increases.","{'initial': '0-0.01%', 'mid_range': '0.01%-66%', 'final': '66%-100%'}",5702016913255.csv,,,,,,,,,,,,,,,,,,,
"['Trend', 'Seasonality', 'Volatility', 'Growth', 'Stability', 'Pattern', 'Cycles', 'Outliers', 'Prediction', 'Accuracy']","['Downward', 'None', 'Low', 'Negative', 'High', 'Flat', 'Weak', 'Few', 'Difficult', 'Low']","The time series shows a predominantly downward trend, with the price gradually decreasing over time. There is little to no seasonality observed. The values remain relatively stable for extended periods, interspersed with brief periods of slight change. The range of values spans approximately from 20.74 to 26.58, representing a percentage range of roughly 20% to 100%.  More precisely the range is between 78% (20.74/26.58)*100 and 100% (26.58/26.58)*100","{'min': '20.74 (78%)', 'max': '26.58 (100%)'}",5010994887841.csv,,,,,,,,,,,,,,,,,,,
"['Trend', 'Seasonality', 'Volatility', 'Cycles', 'Autocorrelation', 'Stationarity', 'Growth', 'Stability', 'Noise', 'Predictability']","{'Trend': 'SlightUpward', 'Seasonality': 'None', 'Volatility': 'Low', 'Cycles': 'None', 'Autocorrelation': 'High', 'Stationarity': 'No', 'Growth': 'Minimal', 'Stability': 'High', 'Noise': 'Low', 'Predictability': 'High'}",,"{'min': '0%', 'max': '8.5%'}",8806098678976.csv,,The time series shows a very slight upward trend over time.  The values remain relatively stable for extended periods with only small increases. The price starts around 1474.53 and gradually increases to approximately 1599 by the end of the period.,,,,,,,,,,,,,,,,,
"['Trend', 'Volatility', 'Seasonality', 'Cycles', 'Autocorrelation', 'Stationarity', 'Growth', 'Stability', 'Pattern', 'Predictability']","{'Trend': 'Upward', 'Volatility': 'Low', 'Seasonality': 'None', 'Cycles': 'None', 'Autocorrelation': 'High', 'Stationarity': 'No', 'Growth': 'Slight', 'Stability': 'Relatively', 'Pattern': 'Flat', 'Predictability': 'High'}",The time series shows a slight upward trend with periods of relative stability and low volatility. The values initially remain constant for an extended period before gradually increasing to a slightly higher range.,"{'minimum': '82.21% (start)', 'maximum': '85.08% (end)', 'range': '2.87%'}",8719018051677.csv,,,,,,,,,,,,,,,,,,,
,"{'Trend': 'None', 'Seasonality': 'None', 'Cycles': 'None', 'Volatility': 'None', 'Autocorrelation': 'None', 'Stationarity': 'None', 'Noise': 'None', 'Predictability': 'None', 'Shape': 'None', 'Pattern': 'None'}",No data available for time_series_description of value development.,No data available for percentage ranges.,0196378832289.csv,,,,,,,,,,,,,,,,,,,
"['Trend', 'Volatility', 'Seasonality', 'Growth', 'Stability', 'Cycles', 'Pattern', 'Direction', 'Smoothness', 'Extremes']","['Upward', 'Low', 'None', 'Significant', 'High', 'None', 'Linear', 'Positive', 'High', 'Low']","The time series shows a clear upward trend, starting at approximately 49.05 and reaching almost 100.  The growth is relatively consistent with minimal volatility or seasonality.  There are no clear cyclical patterns, and the series exhibits high stability and smoothness.","{'start': {'min': 49.05, 'max': 49.05, 'percentage_range': '0%'}, 'end': {'min': 99.97, 'max': 99.97, 'percentage_range': '0%'}, 'overall': {'min': 49.05, 'max': 99.97, 'percentage_range': '104%'}}",ASIN_B082YPFQL8.csv,,,,,,,,,,,,,,,,,,,
,"{'Trend': 'Downward', 'Seasonality': 'None', 'Volatility': 'Low', 'Cycles': 'None', 'Autocorrelation': 'High', 'Stationarity': 'Yes', 'Pattern': 'Stable', 'Outliers': 'None', 'Noise': 'Low', 'Prediction': 'Easy'}","The time series shows a gradual and consistent downward trend in price over the years, with minimal fluctuation.","{'initial': '99%-100%', 'final': '92%-93%'}",4010243028750.csv,,,,,,,,,,,,,,,,,,,
"['Trend', 'Volatility', 'Seasonality', 'Cycles', 'Autocorrelation', 'Stationarity', 'Growth', 'Stability', 'Patterns', 'Predictability']","{'Trend': 'Upward', 'Volatility': 'Low', 'Seasonality': 'Weak', 'Cycles': 'Absent', 'Autocorrelation': 'High', 'Stationarity': 'Non-stationary', 'Growth': 'Slow', 'Stability': 'Moderate', 'Patterns': 'Few', 'Predictability': 'Moderate'}","The time series shows a slow, upward trend over the period, with occasional short periods of stability or slight decline.  The price generally increases but the increase is not significant, nor is there a clear seasonality, cycle, or other pattern. Autocorrelation is high, suggesting there is strong persistence in the data.","{'min': '39%', 'max': '44%'}",ASIN_B0851LS64D.csv,,,,,,,,,,,,,,,,,,,
"['Trend', 'Volatility', 'Seasonality', 'Cycles', 'Autocorrelation', 'Stationarity', 'Outliers', 'Growth', 'Stability', 'Predictability']","{'Trend': 'SlightUpward', 'Volatility': 'Low', 'Seasonality': 'None', 'Cycles': 'None', 'Autocorrelation': 'High', 'Stationarity': 'No', 'Outliers': 'Few', 'Growth': 'Minimal', 'Stability': 'High', 'Predictability': 'High'}","The time series shows a slight upward trend over the entire period, starting around 89% and reaching approximately 91% at the end.  There's minimal growth, with long periods of stability and very low volatility.  The values remain relatively constant for extended durations.","{'min': '89%', 'max': '91%'}",ASIN_B001EGP540.csv,,,,,,,,,,,,,,,,,,,
"['Trend', 'Volatility', 'Seasonality', 'Cycles', 'Growth', 'Stability', 'Patterns', 'Extremes', 'Direction', 'Predictability']","{'Trend': 'Downward', 'Volatility': 'Moderate', 'Seasonality': 'Weak', 'Cycles': 'Long', 'Growth': 'Negative', 'Stability': 'Low', 'Patterns': 'Irregular', 'Extremes': 'Present', 'Direction': 'Uncertain', 'Predictability': 'Low'}","The time series shows a general downward trend over the period, with prices initially around 170 and declining to around 150 by the end.  There is moderate volatility with occasional periods of relative stability, followed by fluctuations. No strong seasonal patterns are apparent.  Long-term cyclical behavior is hard to define.  The overall growth is negative. Extremes are seen both at the beginning and throughout the series. The direction of the price movements is uncertain; though downward biased, it is not consistent.","{'min': '150% - 160%', 'max': '160% - 170%'}",0088381860017.csv,,,,,,,,,,,,,,,,,,,
,"{'Trend': 'None', 'Seasonality': 'None', 'Volatility': 'None', 'Autocorrelation': 'None', 'Stationarity': 'None', 'Cycles': 'None', 'Outliers': 'None', 'Pattern': 'None', 'Shape': 'None', 'Predictability': 'None'}","The time series is empty; therefore, no development can be described.",The value ranges cannot be determined because the dataset is empty.,7630020607144.csv,,,,,,,,,,,,,,,,,,,
,"{'Trend': 'Stable', 'Seasonality': 'None', 'Volatility': 'Low', 'Autocorrelation': 'High', 'Cycles': 'Absent', 'Pattern': 'Flat', 'Growth': 'Negligible', 'Spread': 'Narrow', 'Extremes': 'Mild', 'Predictability': 'High'}",The time series shows a relatively flat trend with minimal variation around a mean value. There's no clear seasonal pattern or cyclical component.  The values remain within a narrow range throughout the observed period.,"{'minimum': '45%', 'maximum': '50%'}",6934177723643.csv,,,,,,,,,,,,,,,,,,,
"['Trend', 'Volatility', 'Seasonality', 'Cycles', 'Autocorrelation', 'Stationarity', 'Growth', 'Stability', 'Noise', 'Patterns']","['Downward', 'Low', 'None', 'None', 'High', 'No', 'Negative', 'Relatively', 'Low', 'Horizontal']","The time series shows a general downward trend.  The price initially starts around 100% (13.68) and gradually decreases over time to approximately 88% (11.19).  There is little to no seasonality or cyclical patterns observed. High autocorrelation is suggested by the long periods with constant price, showing strong persistence in the data. Overall the series displays relative stability with low volatility and minimal noise despite the negative growth.","{'price': {'min': '88%', 'max': '100%'}}",4044951011483.csv,,,,,,,,,,,,,,,,,,,
"['Trend', 'Seasonality', 'Volatility', 'Cycles', 'Stability', 'Predictability', 'Growth', 'Pattern', 'Noise', 'Direction']","{'Trend': 'Downward', 'Seasonality': 'Weak', 'Volatility': 'Moderate', 'Cycles': 'Absent', 'Stability': 'Low', 'Predictability': 'Low', 'Growth': 'Negative', 'Pattern': 'Irregular', 'Noise': 'Present', 'Direction': 'Decreasing'}","The time series shows a general downward trend, starting at approximately 247.00 and decreasing to around 130.00 over the period.  There is some volatility with occasional small upward movements, but no clear seasonal or cyclical patterns are discernible. The overall pattern is irregular with noticeable noise.","{'start': {'min': 247, 'max': 247, 'range': 0}, 'end': {'min': 127.48, 'max': 139.99, 'range': 9.44}, 'overall': {'min': 127.48, 'max': 247, 'range': 47.52}}",3165140508940.csv,,,,,,,,,"{'start': {'min': 100, 'max': 100, 'range': 0}, 'end': {'min': 51.82, 'max': 56.49, 'range': 4.67}, 'overall': {'min': 51.82, 'max': 100, 'range': 48.18}}",,,,,,,,,,
"['Trend', 'Volatility', 'Seasonality', 'Cycles', 'Autocorrelation', 'Stationarity', 'Persistence', 'Growth', 'Stability', 'Predictability']","{'Trend': 'Downward', 'Volatility': 'Low', 'Seasonality': 'None', 'Cycles': 'None', 'Autocorrelation': 'High', 'Stationarity': 'No', 'Persistence': 'High', 'Growth': 'Negative', 'Stability': 'Low', 'Predictability': 'High'}","The time series shows a slight downward trend, with values remaining relatively stable and showing very low volatility. There is a strong positive autocorrelation, indicating high persistence.  The values show almost no seasonality or cyclical patterns.  Given the limited variability, future values are relatively easy to predict, they'll likely stay within a very narrow range.","{'minimum': '99.1%', 'maximum': '100%'}",ASIN_B07JFFL9ZP.csv,,,,,,,,,,,,,,,,,,,
,"{'Trend': 'None', 'Seasonality': 'None', 'Volatility': 'None', 'Autocorrelation': 'None', 'Cycles': 'None', 'Patterns': 'None', 'Extrapolation': 'Impossible', 'Predictability': 'Zero', 'Stationarity': 'None', 'Structure': 'Empty'}","The time series is empty; therefore, no development can be described.","{'minimum': '0%', 'maximum': '0%', 'average': '0%', 'std_dev': '0%'}",ASIN_B07PB5JNGG.csv,,,,,,,,,,,,,,,,,,,
"['Trend', 'Volatility', 'Seasonality', 'Cycles', 'Autocorrelation', 'Stationarity', 'Growth', 'Stability', 'Pattern', 'Predictability']","{'Trend': 'Upward', 'Volatility': 'Low', 'Seasonality': 'None', 'Cycles': 'None', 'Autocorrelation': 'High', 'Stationarity': 'No', 'Growth': 'Positive', 'Stability': 'Relatively', 'Pattern': 'Flat', 'Predictability': 'High'}","The time series shows a slow but consistent upward trend.  While there are periods of relative stability where the price remains unchanged for extended durations, there's an overall increase in value over time.","{'minimum': '0% - 11.39%', 'maximum': '79.29% - 100%'}",ASIN_B084DT2W79.csv,,,,,,,,,,,,,,,,,,,
,"{'Trend': 'None', 'Seasonality': 'None', 'Volatility': 'None', 'Autocorrelation': 'None', 'Cycles': 'None', 'Stationarity': 'None', 'Randomness': 'Complete', 'Predictability': 'Impossible', 'Pattern': 'Absent', 'Structure': 'Void'}","The time series is empty; therefore, no development can be described.","{'minimum': '0%', 'maximum': '0%', 'average': '0%', 'standard_deviation': '0%'}",ASIN_B00NOZ92V6.csv,,,,,,,,,,,,,,,,,,,
"['Trend', 'Volatility', 'Seasonality', 'Cycles', 'Autocorrelation', 'Stationarity', 'Growth', 'Stability', 'Predictability', 'Noise']","{'Trend': 'Downward', 'Volatility': 'Low', 'Seasonality': 'Weak', 'Cycles': 'Absent', 'Autocorrelation': 'High', 'Stationarity': 'No', 'Growth': 'Negative', 'Stability': 'Low', 'Predictability': 'Moderate', 'Noise': 'Low'}","The time series shows a predominantly downward trend, with prices gradually declining from approximately 46 to 34.  There's minimal volatility and a lack of apparent seasonality or cyclical patterns.  The values exhibit high autocorrelation, meaning consecutive values are strongly related. The non-stationarity is due to the overall downward trend. The series suggests negative growth.  Predictability is moderate due to high autocorrelation but the downward trend makes precise prediction difficult. Overall stability is low due to the continued decline.","{'min': '33-34%', 'max': '45-46%'}",8801643229405.csv,,,,,,,,,,,,,,,,,,,
"['Trend', 'Volatility', 'Seasonality', 'Cycles', 'Autocorrelation', 'Stationarity', 'Growth', 'Stability', 'Predictability', 'Outliers']","['SlightUpward', 'Low', 'None', 'None', 'High', 'MostlyStationary', 'Minimal', 'High', 'High', 'None']","The time series shows a very slight upward trend with minimal growth over the observation period.  The values remain remarkably stable, exhibiting low volatility and high autocorrelation.  There is no clear evidence of seasonality or cyclical patterns. The series appears largely stationary with minimal variations from its average value. Overall, the series is highly predictable given its stability and low volatility.","{'price': {'min': 99.6, 'max': 100.4}}",ASIN_B07MGVC3LR.csv,,,,,,,,,,,,,,,,,,,
"['Trend', 'Seasonality', 'Volatility', 'Growth', 'Stability', 'Cycles', 'Pattern', 'Noise', 'Prediction', 'Outliers']","{'Trend': 'Upward', 'Seasonality': 'None', 'Volatility': 'Low', 'Growth': 'Slow', 'Stability': 'High', 'Cycles': 'Absent', 'Pattern': 'Linear', 'Noise': 'Minimal', 'Prediction': 'Easy', 'Outliers': 'Few'}","The time series shows a generally upward trend, with a gradual increase in price over the period.  The initial price range is 290.00 (0% -0%) and the final price range goes to 316.19 (0%-100%). There is minimal variation around this trend suggesting high stability.","{'start': {'min': 290.0, 'max': 290.0, 'range_percentage': '0%-0%'}, 'end': {'min': 299.85, 'max': 316.19, 'range_percentage': '0%-100%'}}",3165140835084.csv,,,,,,,,,,,,,,,,,,,
,,"The time series shows a significant downward trend in price, starting at approximately 111.51 and eventually settling around 61.88.  The decline occurs relatively steadily without noticeable seasonal fluctuations or sharp changes.","{'minimum': '61.88%', 'maximum': '111.51%'}",ASIN_B08HC8XMMN.csv,"{'Trend': 'Downward', 'Seasonality': 'None', 'Volatility': 'Low', 'Cycles': 'Absent', 'Autocorrelation': 'High', 'Stationarity': 'No', 'Pattern': 'Flat', 'Noise': 'Minimal', 'Prediction': 'Difficult', 'Outliers': 'None'}",,,,,,,,,,,,,,,,,,
